"","chr","pos","pval","padj"
"192718","2L",17128337,9.25534838259444e-21,4.31106995149028e-17
"192765","2L",17130547,1.59193260730074e-26,2.28823860630593e-22
"192793","2L",17131737,2.66406540438738e-16,4.8610970571316e-13
"192800","2L",17131839,1.37903926650514e-18,4.14438710472943e-15
"192809","2L",17132215,1.20032137795509e-15,1.89604990096621e-12
"192810","2L",17132287,2.40862020178681e-26,3.30905468447467e-22
"192811","2L",17132332,2.80910361928903e-26,3.81110605783114e-22
"192907","2L",17135922,3.60022273127218e-31,1.32196401841028e-26
"192911","2L",17136050,1.71314893300458e-27,2.95707413613023e-23
"193126","2L",17143844,1.80179274804078e-15,2.73490918716261e-12
"193378","2L",17158772,2.71144353338561e-17,6.18044572717352e-14
"193379","2L",17158818,8.18051892100903e-16,1.33911913008825e-12
"193382","2L",17158898,3.57466176155199e-17,7.94085596590293e-14
"193383","2L",1715891,2.18803368168474e-17,5.10425512270069e-14
"193484","2L",17161761,7.3839298416465e-17,1.52420399612536e-13
"193552","2L",17164664,2.11820165554783e-27,3.59910876538461e-23
"193554","2L",17164744,1.88049727631676e-25,2.17724869647388e-21
"193555","2L",17164814,1.01663995506233e-26,1.51046051116661e-22
"193556","2L",17164823,3.14225839255836e-22,1.93726411800947e-18
"193567","2L",17165110,4.75676158821275e-23,3.44318324242976e-19
"193592","2L",17165940,3.30972610877338e-17,7.40272497197774e-14
"193615","2L",1716635,1.90608999778952e-25,2.20417224289167e-21
"193618","2L",17166517,9.05621216517096e-26,1.12057614812739e-21
"193703","2L",17169896,2.12153904319578e-17,4.96552398952398e-14
"193742","2L",17172322,4.29308107714317e-16,7.48017648101088e-13
"193928","2L",17178745,1.91701490690703e-17,4.5295752769654e-14
"194052","2L",17183670,7.55500602781724e-17,1.55554296297863e-13
"194199","2L",171903,6.44057806797485e-17,1.34847658454701e-13
"194202","2L",17190490,2.2186905133704e-16,4.12076140347341e-13
"194297","2L",17194251,1.3223992221088e-22,8.79391391833838e-19
"194381","2L",1719700,5.59889519513264e-16,9.52128471364275e-13
"194456","2L",17200659,3.02809538593738e-17,6.83697669161104e-14
"194458","2L",17200693,1.17591345418382e-18,3.58848326968852e-15
"194520","2L",17203030,8.65915067249241e-24,7.23906845403547e-20
"194732","2L",17211076,2.95012643814629e-16,5.32465189401677e-13
"194733","2L",17211088,9.69297645305422e-18,2.44364925247593e-14
"194735","2L",17211115,2.35235276987089e-16,4.34617153375398e-13
"194748","2L",17211555,4.36316955489767e-20,1.7791410999937e-16
"194757","2L",17211874,9.91964710511562e-21,4.5917494638275e-17
"194830","2L",17213914,2.9336602834979e-21,1.5091905854759e-17
"194835","2L",17213976,2.18010252679063e-25,2.4904779736483e-21
"194837","2L",17214007,2.98156017838611e-24,2.73433073867568e-20
"194838","2L",17214013,3.84064525437121e-24,3.44507734127624e-20
"194844","2L",17214042,6.35368682967243e-21,3.06660209180053e-17
"195052","2L",17220936,1.14546370362492e-23,9.3198197591528e-20
"195054","2L",17220961,1.19791581181704e-25,1.44247798898383e-21
"195060","2L",17221454,1.16683042528893e-22,7.86049264678009e-19
"195537","2L",1724052,3.84383136244655e-21,1.93930978796448e-17
"195618","2L",17243561,4.32515476403449e-20,1.76486739935967e-16
"195720","2L",17246719,8.28671649696325e-20,3.19638803692348e-16
"195732","2L",1724725,3.7464016475971e-17,8.28568777295281e-14
"195733","2L",17247262,1.85308330402039e-15,2.80448140958995e-12
"195792","2L",17250000,2.09461976253325e-17,4.91105606012511e-14
"195904","2L",17254137,1.35719843011908e-18,4.08569793222911e-15
"195910","2L",17254411,2.57091455532891e-22,1.61531088397126e-18
"196193","2L",17264801,4.50739050567376e-29,1.05322414172957e-24
"197066","2L",17300993,1.7002527402579e-16,3.2328789552481e-13
"197420","2L",1731327,3.77794765906076e-23,2.78602377553021e-19
"197445","2L",17314150,1.47171645042245e-23,1.17081347180052e-19
"197446","2L",17314159,1.28589143766014e-20,5.82080854179173e-17
"197455","2L",17314551,1.73613992443706e-29,4.50338644645762e-25
"197461","2L",17314766,4.2946699569402e-16,7.48221310317682e-13
"197473","2L",17315218,1.46460911631226e-15,2.26666817676736e-12
"197534","2L",17317549,4.82009239921215e-25,5.15436183716657e-21
"197561","2L",17318264,4.95944009871379e-31,1.75371414875519e-26
"197608","2L",17319770,1.21000285752584e-26,1.7781251238512e-22
"197647","2L",17321615,3.24434194444824e-32,1.4723788309915e-27
"197740","2L",1732497,1.70366845337101e-15,2.60062774725035e-12
"197764","2L",17326295,1.36851986982706e-22,9.07008268850953e-19
"197966","2L",17333307,2.34236543284479e-25,2.65972229263305e-21
"198172","2L",17342547,1.54545295501389e-15,2.3816158854631e-12
"198299","2L",17347762,2.09680528470192e-17,4.91495751878968e-14
"198407","2L",17351409,6.06670676741172e-19,1.95964347402096e-15
"198409","2L",17351464,1.40815960054104e-20,6.33270722621861e-17
"198412","2L",17351702,2.72864986007287e-24,2.52284936116022e-20
"198488","2L",17353240,4.52463465595614e-24,4.00274327980609e-20
"198748","2L",1736248,3.50349759527987e-22,2.13991061492304e-18
"198764","2L",17362966,9.8431353445081e-36,9.15463141219962e-31
"198765","2L",17362971,1.02789214542011e-35,9.52859126862205e-31
"198766","2L",17362988,1.19456828238524e-35,1.10015428336252e-30
"198767","2L",17363007,1.79444574165832e-33,1.04393883059171e-28
"198786","2L",17363840,3.39051570491484e-20,1.41661088322701e-16
"198788","2L",17363910,2.14948296097622e-17,5.02551928635571e-14
"198834","2L",17365774,1.06395677791972e-15,1.69886937834076e-12
"198854","2L",17366565,2.23429106702638e-18,6.45067237185798e-15
"198867","2L",17366983,1.62226022338438e-20,7.21975823017408e-17
"199330","2L",17384452,3.29476479848412e-22,2.021150713485e-18
"199383","2L",17386266,1.1321060797104e-23,9.22175328476596e-20
"199402","2L",17387131,2.35132343591125e-39,3.95716428645242e-34
"199604","2L",17393713,1.14197946364452e-22,7.70409488967824e-19
"199656","2L",17395757,3.6948860304762e-17,8.18391703390622e-14
"200154","2L",17416907,1.32545188805663e-21,7.27675460091602e-18
"200324","2L",17422823,1.02514677174387e-15,1.64274437732228e-12
"200325","2L",17422897,6.54207451928955e-16,1.09649621941922e-12
"200417","2L",17426921,1.06027216449493e-21,5.90344679495988e-18
"200612","2L",17432333,5.28715253745247e-24,4.62092101598516e-20
"200650","2L",1743354,5.58160550908855e-19,1.81268134753207e-15
"200651","2L",17433564,1.62147203491043e-15,2.48616264190826e-12
"200707","2L",17436316,1.23944154728782e-15,1.95130379713904e-12
"200886","2L",1744484,8.74033080513808e-21,4.09781747402042e-17
"200899","2L",17445148,1.33747965687261e-21,7.32997759751475e-18
"201049","2L",17451161,1.34756162341173e-25,1.60287790644998e-21
"201110","2L",17454473,2.02196971691862e-24,1.91968929698876e-20
"201470","2L",17474085,7.87787359474827e-28,1.45674156707529e-23
"201471","2L",17474268,3.10125304353359e-28,6.17055340848752e-24
"201484","2L",17475061,6.61370635151181e-27,1.01406310449186e-22
"201515","2L",1747674,1.32466976011212e-15,2.07152503474269e-12
"201533","2L",17477471,7.37337112521589e-17,1.52224672147885e-13
"201534","2L",17477501,6.59565827276221e-17,1.3781904696572e-13
"201535","2L",17477513,8.04544238198664e-17,1.64656936059043e-13
"201589","2L",17480626,2.2114227294119e-20,9.58382349556485e-17
"201602","2L",17481178,1.04013639802988e-18,3.2035285811184e-15
"201636","2L",1748354,1.93081182490112e-25,2.23002394597521e-21
"201642","2L",17483831,4.79741249457062e-29,1.11271603444777e-24
"201646","2L",1748393,2.81818056924502e-30,8.52193456972078e-26
"201665","2L",17484808,4.63010506081652e-16,8.01013904676419e-13
"201675","2L",17485204,2.62883643397835e-20,1.12174236879652e-16
"201843","2L",17491952,8.44250611365909e-23,5.85766810310666e-19
"202055","2L",17498324,1.46577861231086e-25,1.73145436290206e-21
"202113","2L",1750086,8.62814600287621e-21,4.0509578500453e-17
"202670","2L",1752487,1.83465602783848e-15,2.77942005044222e-12
"202754","2L",17528691,8.83705994078841e-22,4.99511054018499e-18
"202755","2L",17528743,1.46797064312413e-21,7.98476401686996e-18
"203213","2L",17547493,8.52273970638304e-23,5.90319615592592e-19
"203245","2L",17548207,9.2410823173364e-16,1.49661240201467e-12
"203493","2L",17555560,1.03009989304115e-24,1.03572632735657e-20
"203507","2L",17556710,6.90792702406111e-20,2.7055258593665e-16
"203514","2L",17556818,4.43285422899626e-16,7.70614319089058e-13
"203538","2L",17557766,7.38706917920419e-21,3.50846601208212e-17
"203539","2L",1755780,2.41904642569537e-19,8.46264937016947e-16
"203614","2L",17561344,3.86320303381478e-17,8.50608420329268e-14
"203634","2L",17562732,1.25836260316049e-23,1.01363051598294e-19
"203643","2L",17563128,4.96212617030121e-31,1.75371414875519e-26
"203664","2L",17564041,3.86204479201738e-25,4.22413460728067e-21
"203681","2L",17564456,3.26120964837529e-16,5.8291890095682e-13
"203704","2L",17565983,1.62450507963096e-29,4.24497173626727e-25
"203768","2L",17568237,2.59028542198628e-24,2.40198995616897e-20
"203775","2L",17568364,5.19989269164761e-33,2.73270716671658e-28
"203825","2L",17570687,6.02578412689453e-35,4.78568997838104e-30
"203883","2L",1757271,3.19296626306326e-19,1.08854409638163e-15
"203884","2L",1757281,4.62188008865639e-19,1.52482092103107e-15
"203905","2L",17573717,2.40026140038379e-21,1.25581073397748e-17
"204024","2L",1757819,2.01949431409173e-24,1.91798316204935e-20
"204353","2L",17590818,8.23012830091868e-33,4.14048561435704e-28
"204434","2L",17594153,4.93082072238554e-24,4.33495069750234e-20
"204435","2L",17594157,1.66065114257635e-22,1.08160730777731e-18
"204524","2L",1759692,1.74051704339735e-22,1.12972151384263e-18
"204525","2L",17596934,1.05535686149749e-22,7.16760258280136e-19
"204526","2L",17596955,5.84972477666371e-27,9.087512799715e-23
"204536","2L",1759736,1.52842260477003e-16,2.93613245497854e-13
"204543","2L",17597740,3.49611918660839e-19,1.1825319804612e-15
"204888","2L",17610079,7.41748261619061e-20,2.8870991026255e-16
"205003","2L",17614687,3.85784579021877e-26,5.08508898524969e-22
"205024","2L",17615122,5.02962106940823e-23,3.62577755264723e-19
"205043","2L",17616053,1.59132049439067e-17,3.82165520727288e-14
"205173","2L",1762118,6.71596926904183e-18,1.7471896990994e-14
"205206","2L",17622975,1.81041986375603e-16,3.42136708649658e-13
"205354","2L",17631232,2.91984574579627e-28,5.85078157136955e-24
"205362","2L",17631340,1.11670600131118e-26,1.64444219346635e-22
"205377","2L",17631913,5.751407956195e-24,4.997325238604e-20
"205385","2L",17632370,4.76921553943194e-26,6.18545208200223e-22
"205394","2L",1763274,1.43689179135006e-20,6.45268306509797e-17
"205405","2L",17633267,2.21179561928883e-24,2.08173793013947e-20
"205413","2L",17633664,3.31920715448664e-22,2.0348202426522e-18
"205414","2L",17633671,3.16614533264207e-23,2.3675827044514e-19
"205424","2L",1763392,3.64169649391778e-20,1.51261703644198e-16
"205440","2L",17634451,3.77828488732162e-17,8.34314950079369e-14
"205474","2L",1763595,1.56651770943531e-23,1.23960489581276e-19
"205475","2L",17635996,5.20958099327054e-22,3.0730976144122e-18
"205476","2L",1763601,8.68511062615138e-21,4.07432016358674e-17
"205499","2L",1763685,1.34658312844314e-24,1.32151135954812e-20
"205500","2L",17636895,1.14069543240711e-24,1.13521849725564e-20
"205537","2L",17639213,9.17843880003932e-24,7.62584295857246e-20
"205544","2L",17639565,1.21486180745952e-29,3.25486344591661e-25
"205573","2L",17640370,2.04788413214034e-17,4.8102551194661e-14
"205618","2L",17642012,5.50429150174685e-18,1.46100350543937e-14
"205644","2L",17642707,7.10069168638529e-24,6.05982678072178e-20
"205750","2L",17646992,1.53385772152491e-23,1.21682569436555e-19
"205751","2L",17646995,2.54646703461646e-21,1.32596072152679e-17
"205758","2L",17647400,3.12159525473876e-27,5.11345784444231e-23
"205759","2L",17647422,9.45796255631104e-27,1.41412256256909e-22
"205760","2L",17647425,1.10636192360654e-26,1.63175930514372e-22
"205764","2L",17647731,1.30986572853757e-19,4.84049267757756e-16
"205772","2L",17648243,4.35392994736737e-26,5.68859703795473e-22
"205874","2L",17653220,1.41693042074309e-16,2.74038668343212e-13
"206474","2L",17681881,8.39017226372483e-16,1.36971135324829e-12
"206719","2L",17697460,4.07707285778315e-16,7.13944602045488e-13
"206722","2L",17697496,2.09868796460112e-18,6.0927659631788e-15
"206724","2L",17697533,2.04491318343497e-16,3.82564953886066e-13
"206764","2L",1769882,1.99022169068752e-20,8.70794127464685e-17
"207300","2L",17722309,4.60905521793117e-27,7.30316712868335e-23
"207433","2L",17730016,9.74199912835831e-16,1.56901914438295e-12
"207434","2L",17730017,1.37232583363591e-15,2.13789084896856e-12
"207610","2L",17741537,2.87789940338667e-26,3.89323225796507e-22
"207654","2L",17742970,9.449662051647e-20,3.5997829627822e-16
"207770","2L",17746658,5.6409838763726e-17,1.19819446435061e-13
"207771","2L",17746713,4.35135169980287e-24,3.86274234163424e-20
"207775","2L",17746872,9.11304238599492e-17,1.84094344338849e-13
"207865","2L",17749178,1.42804208290688e-21,7.78705487561004e-18
"208006","2L",17754657,6.61751648502663e-25,6.88630705298541e-21
"208048","2L",17756217,9.07911244074204e-31,3.0927605168724e-26
"208054","2L",1775636,2.55400196889698e-30,7.84900110940071e-26
"208058","2L",17756465,1.33747151698889e-31,5.30366399464591e-27
"208109","2L",17758179,6.25790792895527e-29,1.42115290727058e-24
"208113","2L",17758301,1.36573691226213e-33,8.21580607272676e-29
"208118","2L",17758433,8.00438657831204e-33,4.04129932346546e-28
"208119","2L",1775858,1.32061320313131e-33,7.96129620261008e-29
"208130","2L",17758990,2.35315835672617e-30,7.28721137078683e-26
"208457","2L",1777075,5.44640799368448e-22,3.19745678355448e-18
"208460","2L",17770782,3.47472940691969e-23,2.57855859155077e-19
"208461","2L",17770790,2.14728980922298e-23,1.65924013259208e-19
"208479","2L",17771249,1.01865451288485e-22,6.94837691529199e-19
"209000","2L",17790004,6.58540214220426e-24,5.66452615747276e-20
"209002","2L",1779013,1.40687481668694e-23,1.12302102982638e-19
"209025","2L",1779075,5.45858749311936e-21,2.66967439710242e-17
"209063","2L",17791750,1.39988790281853e-24,1.36907159193478e-20
"209094","2L",17792936,3.58543159127938e-20,1.49121845773633e-16
"209104","2L",1779326,1.37425791423752e-22,9.1059779416459e-19
"209108","2L",17793341,7.70875090901441e-24,6.50221001651663e-20
"209111","2L",17793495,3.94173230204156e-20,1.62364411075075e-16
"209112","2L",17793522,1.1090657763023e-22,7.49635991110626e-19
"209147","2L",17794600,1.47900799852021e-21,8.03398060430052e-18
"209153","2L",17795036,1.05817520064731e-23,8.67200409393374e-20
"209179","2L",17795881,1.18545292144576e-17,2.93185903613166e-14
"209200","2L",1779655,2.15332244815453e-25,2.46486481071766e-21
"209203","2L",1779687,1.7291503093357e-21,9.28571524011646e-18
"209204","2L",1779691,1.53759550254892e-21,8.32982338449543e-18
"209205","2L",17796953,5.08748471885847e-21,2.50159075450517e-17
"209206","2L",17796954,9.15377208580374e-21,4.26867918951726e-17
"209207","2L",17796971,1.71988484145161e-20,7.61706182307318e-17
"209246","2L",1779817,1.68668329211397e-22,1.09603759161893e-18
"209249","2L",17798351,1.38033396807185e-21,7.5414492261725e-18
"209252","2L",17798454,8.80690551684496e-26,1.09211778655151e-21
"209267","2L",17798820,1.81877157004582e-15,2.75816379098277e-12
"209284","2L",1779929,6.50751764912263e-19,2.09104330490067e-15
"209287","2L",1779935,8.24425140162059e-22,4.68814566204832e-18
"209288","2L",1779937,9.77240859377063e-22,5.478903343669e-18
"209292","2L",17799588,7.48598071446437e-16,1.23753473725891e-12
"209294","2L",17799815,2.10732009447672e-22,1.34721874202072e-18
"209295","2L",17799968,6.07952270649344e-16,1.02613251719247e-12
"209311","2L",17800356,7.74875302966729e-22,4.42775027083772e-18
"209314","2L",17800422,1.62201801893135e-21,8.75363161793403e-18
"209315","2L",17800445,5.87723124359344e-20,2.33367543066759e-16
"209321","2L",17800674,4.67596682727418e-23,3.38903817802457e-19
"209322","2L",17800724,5.54440622325791e-23,3.97163112940367e-19
"209323","2L",17800756,5.19772290526131e-24,4.5469770394138e-20
"209324","2L",17800759,3.17797924897121e-24,2.90222510917325e-20
"209328","2L",17801163,1.47976502622371e-15,2.2881199309803e-12
"209361","2L",17803165,3.64840061059987e-29,8.67564265196751e-25
"209436","2L",17806038,1.20623481239449e-25,1.45064190605588e-21
"209599","2L",17812045,4.2835220438834e-26,5.60178332788744e-22
"209652","2L",17814116,8.8881016209461e-23,6.13550681786909e-19
"209656","2L",17814433,1.46492911989484e-30,4.74986336836777e-26
"210147","2L",17841235,4.42909457573632e-32,1.95666271802299e-27
"210261","2L",17847119,5.65191365018112e-24,4.91692005622715e-20
"211275","2L",17887901,3.81168116516116e-20,1.57696691468508e-16
"211321","2L",17889656,2.23156510762303e-18,6.44477562593616e-15
"211608","2L",17900516,1.45852924017095e-36,1.55614569745565e-31
"211633","2L",17901303,1.01361842043357e-29,2.77431112192818e-25
"211715","2L",1790577,8.61894505807336e-20,3.31323641017406e-16
"211737","2L",17906682,3.74515028549412e-35,3.11437799963545e-30
"211738","2L",17906688,1.08186101201364e-36,1.18585803715307e-31
"211740","2L",17906693,1.51523535296311e-24,1.4706881734376e-20
"211759","2L",17907180,1.38039442579406e-20,6.21575236541283e-17
"211763","2L",1790735,2.40012072479641e-16,4.42603930732777e-13
"211764","2L",1790745,5.94811140499408e-18,1.5674757793314e-14
"211767","2L",17907652,4.060892188191e-17,8.90253623263655e-14
"212199","2L",17930248,1.66680293688082e-19,6.03721580248785e-16
"212200","2L",17930262,1.1797800557592e-18,3.59911741582834e-15
"212202","2L",17930724,3.50718715248413e-18,9.73023053681344e-15
"212212","2L",17931239,7.53709132086959e-21,3.5725171258539e-17
"212226","2L",17931659,3.28571544861215e-25,3.63312392476951e-21
"212280","2L",17934219,8.22323871370336e-26,1.0233296573387e-21
"212319","2L",17936323,1.04782381645748e-18,3.22650221177738e-15
"212427","2L",17939861,1.01106975805353e-23,8.31972469402496e-20
"212643","2L",1794831,9.22127359152174e-16,1.49401018194922e-12
"212682","2L",17949497,4.62812813783018e-27,7.32254100318378e-23
"212802","2L",17954910,3.0357708075453e-20,1.2812680384594e-16
"212803","2L",1795502,2.04252683163632e-19,7.24041759568009e-16
"212814","2L",1795551,7.61752696295037e-24,6.44063549945002e-20
"212899","2L",1795894,3.9329356915881e-21,1.97976954933793e-17
"213034","2L",17965593,7.1841459486923e-24,6.11812087430994e-20
"213036","2L",17965724,7.12337054478227e-19,2.26856582608383e-15
"213138","2L",17976512,6.10902829606595e-19,1.97196226652013e-15
"213149","2L",17977309,1.65642312830483e-33,9.77725095598856e-29
"213150","2L",17977421,2.4602426343712e-33,1.38565531902315e-28
"213156","2L",17977860,3.26486793306737e-16,5.83535903678936e-13
"213161","2L",17978087,7.2458669002164e-25,7.46598710066056e-21
"213284","2L",1798653,1.10005610998501e-18,3.37667331197839e-15
"213683","2L",1800640,4.81004749964026e-18,1.29361097289321e-14
"213715","2L",18007792,1.68815663453513e-15,2.57861978898764e-12
"213722","2L",18008117,4.88102016247595e-24,4.2965122574188e-20
"213727","2L",18008381,1.61596279746564e-17,3.87721259197318e-14
"213760","2L",18010833,5.07548952632223e-20,2.04012398637526e-16
"213770","2L",18011371,2.4966007124933e-19,8.70810146679188e-16
"213902","2L",18020577,1.46019119595413e-19,5.3498575149257e-16
"214015","2L",18027686,2.37749865569083e-16,4.38689731141471e-13
"214071","2L",18030542,1.13429676387183e-31,4.58807498742392e-27
"214123","2L",18033027,1.42563844851848e-21,7.77544756008605e-18
"214248","2L",18040032,2.24926368339521e-20,9.72694466003908e-17
"214324","2L",18044446,1.40183990171084e-21,7.65007715567188e-18
"214373","2L",18048059,2.5812380648556e-19,8.98115585495682e-16
"214464","2L",18062260,2.11556570781279e-18,6.13798277523008e-15
"214600","2L",18071161,2.00296654930287e-20,8.75692893957071e-17
"214636","2L",18073092,1.68652033936604e-21,9.0722961095497e-18
"214644","2L",1807341,1.26349283199805e-26,1.85042062893678e-22
"214645","2L",18073413,3.31104330961058e-26,4.4325325932821e-22
"214646","2L",18073441,2.44434767260517e-26,3.34675493208631e-22
"214647","2L",18073483,1.35346795015022e-22,8.97874258800064e-19
"214648","2L",18073526,7.47777999284124e-22,4.28764352574082e-18
"214756","2L",18078637,3.34170759696851e-25,3.69359178759574e-21
"214758","2L",18078719,8.98745556271202e-39,1.38101985710062e-33
"214760","2L",18078752,6.11415765363159e-17,1.28699523740826e-13
"214852","2L",18083818,3.5266304399025e-28,6.93398605971897e-24
"214864","2L",18084260,1.1647754605139e-22,7.84851916169054e-19
"214867","2L",18084541,1.71561426862384e-20,7.59933859373432e-17
"214868","2L",1808458,5.06230610683235e-22,2.9918390170332e-18
"214884","2L",18085370,3.38460979955817e-24,3.07207310780761e-20
"214899","2L",18086024,2.48131498650504e-18,7.09790450287165e-15
"214923","2L",18087724,3.87683135692259e-18,1.06460711834422e-14
"214962","2L",18089812,4.0613620976084e-22,2.45309326681399e-18
"214972","2L",1809007,7.13743562105491e-24,6.08383913991096e-20
"214975","2L",18090182,1.60404440243671e-23,1.26717232027958e-19
"215053","2L",18093068,5.04680031048816e-16,8.66738589636959e-13
"215532","2L",18118965,1.90246734246151e-16,3.58119746066517e-13
"215572","2L",18120829,1.66608698042609e-15,2.54848863305397e-12
"215575","2L",18120853,1.96311206181074e-15,2.95378075347021e-12
"215623","2L",18123456,7.52344815930588e-22,4.3077137580092e-18
"215624","2L",1812351,6.30870127772502e-22,3.6562967979459e-18
"215680","2L",18126020,2.43740453918774e-24,2.27695055756322e-20
"215705","2L",18127377,5.93423758831688e-30,1.69648345529982e-25
"215716","2L",18128122,6.58898528021886e-29,1.4844165974441e-24
"215813","2L",18132933,1.38710008450451e-17,3.37506903290845e-14
"215876","2L",18135487,4.7416232260451e-20,1.92039423535951e-16
"215909","2L",18137223,1.3393042155499e-15,2.09185990051717e-12
"216004","2L",18142780,6.2958925051016e-19,2.02742024341606e-15
"216023","2L",18143824,2.06687444706808e-21,1.09536954626945e-17
"216075","2L",18146270,1.17024093556326e-23,9.48864783920458e-20
"216076","2L",18146274,1.00835543526298e-18,3.1148072099778e-15
"216240","2L",18152662,1.61740136617419e-18,4.78995985009564e-15
"216356","2L",18157224,1.87872805894245e-20,8.25332365402361e-17
"216400","2L",1815910,1.34713597773997e-18,4.05929588662061e-15
"216411","2L",1815978,4.74493008584458e-22,2.82196504787459e-18
"216423","2L",1816131,5.60855842045432e-19,1.82059809117489e-15
"216454","2L",18163356,2.9077019496267e-17,6.58849008102912e-14
"216816","2L",18182963,1.97747130836975e-19,7.03096295352391e-16
"216826","2L",18183593,9.80546167893006e-18,2.46958511555988e-14
"217014","2L",18192159,7.53361759919984e-21,3.57146934887989e-17
"217061","2L",18194169,7.43020321350146e-26,9.33682381315209e-22
"217240","2L",18204561,5.10008371396198e-23,3.67289065802417e-19
"217444","2L",18215391,2.56915460088803e-18,7.32545679149995e-15
"217532","2L",18218862,1.77339422863094e-16,3.3582806875193e-13
"217538","2L",18218891,5.3757586504704e-16,9.17280660837353e-13
"217580","2L",18220414,2.81869109172064e-18,7.97583291945414e-15
"217593","2L",18221076,7.01059731004606e-16,1.16734257707344e-12
"217601","2L",18221611,6.09028246921452e-17,1.28263808610956e-13
"217603","2L",18221642,8.5468661349741e-17,1.73824347495819e-13
"217614","2L",18222098,5.84403545113479e-18,1.54306943672751e-14
"217616","2L",18222209,1.97316152362856e-19,7.01847765541043e-16
"217636","2L",18222724,1.23151836315514e-22,8.25300972162633e-19
"217706","2L",18225662,5.12365979351807e-17,1.09704102759277e-13
"217803","2L",18230134,1.45016998323668e-23,1.15497224678096e-19
"217887","2L",1823489,7.86740676338325e-16,1.29264243090975e-12
"217922","2L",1823692,8.96010158563338e-25,9.1094663255269e-21
"218352","2L",18257369,8.93527890601884e-26,1.10755121521959e-21
"218392","2L",1825927,5.94604552976996e-19,1.92242500458313e-15
"218429","2L",18261146,8.97155283038991e-32,3.71388032705124e-27
"218475","2L",18262822,3.96417998306752e-16,6.96505147536798e-13
"218553","2L",18265396,1.73349253576964e-23,1.36258162576448e-19
"218554","2L",18265424,1.01345070336558e-22,6.91788795884327e-19
"218579","2L",18266251,1.28216343532369e-17,3.14545476218327e-14
"218703","2L",18273067,4.31140836335208e-21,2.14837860370456e-17
"218773","2L",18276127,5.59771413155794e-19,1.81770399378803e-15
"218781","2L",18276746,1.79969927179565e-15,2.73202487707884e-12
"218808","2L",18277694,3.0933232341508e-26,4.16870160808909e-22
"218811","2L",18277860,3.75173301672986e-26,4.9660566220169e-22
"218926","2L",18282128,1.25385454668744e-26,1.83779015866054e-22
"218938","2L",18282599,6.41002085248586e-41,1.48552717809024e-35
"218943","2L",18282887,1.56182826468636e-36,1.65387623516118e-31
"219169","2L",18289983,1.09818536032892e-23,8.96093652632165e-20
"219170","2L",18290116,5.89004860799545e-24,5.10680259180539e-20
"219185","2L",18290551,3.62835318889738e-20,1.50751768560685e-16
"219198","2L",18291113,7.01043796598296e-21,3.34984391343599e-17
"219228","2L",18292241,4.77529841437629e-18,1.28574240515559e-14
"219355","2L",18298050,6.29973750002676e-16,1.05974633857052e-12
"219361","2L",18298179,4.50823567419173e-19,1.49133049139249e-15
"219384","2L",18299009,1.76630303083235e-16,3.34649411222952e-13
"219417","2L",18300488,6.09966897979217e-22,3.54782047794039e-18
"219561","2L",18306351,1.0605160576437e-24,1.06253006946282e-20
"219708","2L",18315075,1.94003591634148e-16,3.64584808225255e-13
"219721","2L",18315603,3.05616543151646e-19,1.04598444713844e-15
"219814","2L",18319219,1.66675021938636e-17,3.98621350374547e-14
"219918","2L",18323966,5.32607017172441e-23,3.82978474539232e-19
"219954","2L",18325487,2.35205340295058e-17,5.44732952185509e-14
"219968","2L",18326241,1.41840839855636e-22,9.37435733218839e-19
"219996","2L",18328268,1.90208908510867e-15,2.87142352314812e-12
"220136","2L",1833386,1.89673602759612e-19,6.77371996965805e-16
"220212","2L",18336662,8.07398349840477e-17,1.65157370172751e-13
"220252","2L",18338597,5.41056695754636e-19,1.76260126576044e-15
"220285","2L",18340190,1.95602607811562e-22,1.25922120386243e-18
"220286","2L",18340201,2.8498692614173e-19,9.82155550797938e-16
"220288","2L",18340216,2.34079302604772e-19,8.20717106869708e-16
"220296","2L",18340962,2.1576941768637e-17,5.0405490621797e-14
"220618","2L",18356390,1.38066580972707e-15,2.14969888766371e-12
"220649","2L",18358180,1.14189718478808e-20,5.21767912578022e-17
"220956","2L",18372677,6.83083123149546e-25,7.06925830111722e-21
"220995","2L",18374820,5.14225102797632e-18,1.37380618610629e-14
"221024","2L",18376137,9.57438028251643e-24,7.91989830017927e-20
"221094","2L",1837895,8.09235064564574e-17,1.65473220716117e-13
"221425","2L",18393724,1.22851667085024e-20,5.57895589324323e-17
"221430","2L",18393860,2.2072258614789e-21,1.16255968614962e-17
"221466","2L",18395099,1.01726960703124e-22,6.94060474191904e-19
"221489","2L",18395964,8.48825269603826e-23,5.88507590528205e-19
"221530","2L",18398126,1.03484814124397e-15,1.65669409199531e-12
"221531","2L",18398200,6.37394032652237e-19,2.05138519805019e-15
"221653","2L",18402007,5.70446462715022e-25,6.02036979175628e-21
"221945","2L",1841836,2.12039618481148e-21,1.1203740811348e-17
"221995","2L",18419822,2.21178721774564e-17,5.15456395314734e-14
"222130","2L",18425461,9.10582305580135e-19,2.84071861346832e-15
"222135","2L",18425616,2.07878891489573e-19,7.35973329556649e-16
"222340","2L",18433888,2.88669365570195e-20,1.22291278536623e-16
"222373","2L",18435808,4.66199120810128e-17,1.00857937384018e-13
"223381","2L",1848124,4.08890999750009e-16,7.15795764396714e-13
"223670","2L",1849318,5.17823970685315e-24,4.53273801569205e-20
